Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
CheckMarket,"Promoter.io is the most powerful and comprehensive tool built to help companies measure loyalty and customer sentiment using the Net Promoter Score (NPS). Our platform helps companies drive organic growth, proactively reduce churn, and learn more from their customers than ever before.",2013,1637000.0,5,2018-01-01,150000.0,San Antonio,Texas,United States,Geekdom Fund|Pat Matthews|Lew Moorman|Pat Condon|Greenhouse Investment Fund,Chad Keck|Ricardo Reyna,5,"""Customer Loyalty Analytics and Sentiment Measurement Software""",http://www.promoter.io/,https://www.linkedin.com/company/promoter-io,2.5,12.0,3.8,25,unknown,0.85,4.2,3.8,0.5,3.9
RealAssets,"RealAssets is a FinTech-driven investment multi-manager and real assets funding platform. The company's cloud based mobile technology revolutionizes the way investors can approach investment grade real estate by providing them with direct access to carefully curated properties that were once the domain of large institutional investors. In addition to its careful curation of properties, it reduces financial intermediation and friction costs, and maintains ""best in class"" asset management, further revolutionizing the way investors invest in real assets.",2013,700000.0,3,2024-06-26,300000.0,New York,New York,United States,,Suresh Nichani,30,"""FinTech Real Estate Investment Management Platform""",http://realassets.com/,https://www.linkedin.com/company/realassetscom/,1.5,20.0,3.5,15,growth,0.85,3.8,3.2,0.5,3.7
Reactful,"Reactful A.I. and machine learning technology engages and converts your visitors on the web while you have their attention.  Boost engagement and conversions by interpreting site visitors’ “digital body language”, and react accordingly in real time.  Reactions can be as subtle as gently animating elements on a page, or more directly engaging visitors with intelligent and timely messages in the form of a reaction or notification.  Best of all, Reactful allows marketers to be agile and regain control of their website by launching and updating Reactful campaigns at any time - without ever requiring any coding or technical deployments.",2013,2320000.0,5,2018-09-15,,Santa Barbara,California,United States,UpWest|Inspiration Ventures|Shaked Ventures|Phi Square Holdings|Keyrus Innovation Factory,Aaron Bar Hakim|Jonathan Friedman,5,"""Real-Time Web Visitor Engagement and Conversion Optimization""",http://www.reactful.com/,http://www.linkedin.com/company/reactful,1.2,20.0,3.8,20,growth,0.85,4.0,3.5,0.5,3.5
"Sovereign Intelligence, LLC","Sovereign Intelligence, LLC provide commercial and government entities smarter understanding of threats from external and internal sources through the application of deep-learning artificial intelligence and high-fidelity data from otherwise inaccessible domains so that risks to cyber, financial, brand, and enterprise integrity are quickly identified and mitigated.",2013,3100000.0,3,2016-09-01,1000000.0,Mclean,Virginia,United States,Level39,Mark Johnson,30,"""AI-Driven Cyber Threat Intelligence Solutions""",http://www.sovereign.ai/,https://www.linkedin.com/company/elysium-llc/,0.5,20.0,2.5,10,unknown,0.85,3.0,2.5,0.1,2.0
Relink,"Relink is an AI-backed technology startup that helps people identify their next shopping and buying decision. Their technology is distributed as a service through APIs, giving their customers AI-fueled recommendation capabilities built right into their systems. They help customers with integration into production and operations.",2013,2140000.0,6,2017-02-22,1000000.0,Beverly Hills,California,United States,Alchemist Accelerator|Seed Capital|Brava Investments,Anders Bakke|Sigurd M. Gran|Ståle Fredlund Husby,5,"""AI-Driven Shopping Recommendation Systems""",http://www.relinklabs.com/,http://www.linkedin.com/company/relink,0.3,25.0,3.5,15,growth,0.85,3.8,3.2,0.15,3.5
Opportunity,"Opprtunity is a business network driven by real-time interactions and opportunities around you. They use a scientific approach to matching professionals based on a real opportunity to do business. In order to bring professionals together in a more meaningful way. They are currently built for finding sales leads, job opportunities, and job candidates.",2013,350000.0,2,2015-11-28,250000.0,Santa Clarita,California,United States,Janis Krums,Bill Jula|Janis Krums,30,"""Real-Time Professional Networking and Lead Generation Platform""",https://www.myopportunity.com/,https://www.linkedin.com/company/opprtunity-inc/,3.0,12.0,3.8,20,unknown,0.85,4.0,3.5,1.5,3.7
NextUser,"It's an Open Marketing Platform to connect all the tools together. Think about ""The Zapier/IFTT of Marketing"" or ""Mulesoft for Marketers"". With NextUser, all of your data & marketing silos are unified to deliver smarter targeting, relevant messages resulting in a better engagement and lifetime value. This unified marketing platform addresses:  • Lack of user information required to truly personalize the customer experience. User data is silo’ed across disparate internal/external marketing systems. • No cross-channel system to deliver a relevant message through all communication channels. Data isn’t connected to channels to deliver comprehensive marketing messages across all user touch points. • A silo'ed organizational structure by department with technical resources too limited to segment and personalize on a large scale. We solve these challenges by offering the following: • Centralization of data - we collect users’ information from different communication channels and all relevant sources: internal database, CRM, Email, Social Media, etc. • Improved decision-making - the marketer can instantly build scenarios bearing in mind the continuity of the customer experience for both anonymous and identified users across all touch points. • Technology and marketing agility: easily integrate with your business’ existing marketing systems via connectors (API).",2013,2250000.0,2,2016-07-31,600000.0,San Francisco,California,United States,Kima Ventures|Jeremie Berrebi,Matthieu Dejardins,30,"""Unified Marketing Data Integration Platform""",http://www.nextuser.com/,http://www.linkedin.com/company/nextuser,3.5,12.5,3.8,25,unknown,0.85,4.2,3.7,0.5,3.9
PitchVantage,"PitchVantage is an e-learning platform that uses AI to deliver instant feedback on presentation skills. It works with companies and universities to develop great presenters. The cloud-based software gives trainees an engaging way to practice and receive instant feedback on presentation skills. The platform monitors trainee progress and trends with our intuitive cloud dashboards. PitchVantage delivers engaging presentation training using advanced psychological and acoustical strategies. The company was founded in 2013 and is based in Tucson, Arizona, United States.",2013,1210000.0,2,2018-07-23,300000.0,Tucson,Arizona,United States,,Anindya Gupta|Yegor Makhiboroda,30,"""AI-Driven Presentation Skills Training Platform""",http://www.pitchvantage.com/,https://www.linkedin.com/company/pitchvantage,0.2,20.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
Genuity Science,"Genuity Science provides clinco-omics data analysis solutions for researchers. They also provide genomic sequence data. Their platform offers study design, sequencing, storage, interpretation, secondary analysis, and scalable analytics, enabling organizations to improve patient health using the human genome.",2013,455000000.0,4,2018-11-27,200000000.0,Boston,Massachusetts,United States,Sequoia Capital|Temasek Holdings|ARCH Venture Partners|Polaris Partners|Ireland Strategic Investment Fund,Jeffrey Gulcher,175,"""Genomic Data Analytics for Healthcare Innovation""",https://genuitysci.com/,https://www.linkedin.com/company/genuity-science,0.8,10.2,3.8,25,unknown,0.85,4.2,3.5,0.3,3.7
Revaluate,"Revaluate has the only 3rd party validated AI to identify real estate and mortgage leads. Revaluate has been twice rated a top AI software and an Inman Innovator Award Finalist along with being a Swanepoel Top 20 Trendsetter. The Revaluate artificial intelligence that tells you who in your database is most likely to move in the next 6 months.  Revaluate looks for life event triggers such as Death, Divorce, Diapers, Diamonds, Diplomas, Dumpsters, Downsizing and the Daily Grind. Revaluate’s clients use this data to improve marketing efficiencies, target potential movers and substantially increase ROI from old dead leads.",2013,580245.0,4,2016-05-31,390245.0,Golden,Colorado,United States,Boomtown Accelerators|FirstMile Ventures|BoomTown|Robert Schuham|Howard Rubin,Chris Drayer|Max Galka|Tim Segraves,5,"""AI-Driven Real Estate Lead Generation Solutions""",https://revaluate.com/,https://www.linkedin.com/company/revaluate,0.3,20.0,2.5,10,unknown,0.85,2.8,1.5,0.05,2.0
Tanjo,Tanjo uses machine learning to animate customer personas.,2013,2582500.0,4,2017-08-01,650000.0,Carrboro,North Carolina,United States,Drake Enterprises|The Startup Factory,AJ Peralta|David Smith|Eric Smith|Richard Boyd,30,"""AI-Driven Customer Persona Animation Solutions""",http://tanjo.net/,http:///www.linkedin.com/company/szl-it,0.1,15.0,2.5,10,unknown,0.85,3.0,2.5,0.05,2.0
Linkapedia,"Linkapedia is the largest producer of taxonomies in the world. Our taxonomy library currently has over 8 million topics covering hundreds of areas of human knowledge from Anime to Zoonoses. Our software provides solutions for text mining, chatbot development, and document search and discovery. Intellisophic products can reduce the cost of manual knowledge input by 90% or more. Taxonomies and ontologies are an essential part of semantic AI web 3.0 product success.",2013,2000000.0,2,2016-09-01,500000.0,Paoli,Pennsylvania,United States,,George Burch|Henry Kon|Mike Hoey|Victor Bunderson|x x|xx xx,30,"""Semantic AI Taxonomy and Ontology Solutions Provider""",http://www.intellisophic.net/,https://www.linkedin.com/company/intellisophic-inc.,0.3,15.0,3.5,20,unknown,0.85,4.0,3.5,0.5,3.8
Icecream Labs Inc,"Intelligent Merchandising to Accelerate Revenues and Maximize Content Potential Icecream Labs is the only AI powered platform which provides on-demand Intelligent Merchandising solutions for ecommerce retailers, brands and marketplace sellers. We help you realize the maximum potential of your product catalog by boosting the quality of your product content and create an immediate impact on revenues and operations. The world’s biggest retailers, such as Walmart and The Home Depot, have benefited from our Intelligent Merchandising platform. Deep learning applications on the platform have delivered results with absolute precision, accelerating revenues 4X for our customers. Our Intelligent Merchandising platform consumes product data coming in through various sources. Applications on the platform continuously process and profile the content quality of over 100 million products and 50 million images empowered by our big data algorithms. This data is interpreted by our multiple patent pending Deep Learning models to cleanse, enrich and optimize your product content. The output of the models can be integrated seamlessly with your existing solutions to help you reach your business goals. For Retailers, our platform corrects your product categories, generates search-optimal content, suggests product bundles, and much more. These solutions enable your consumers to find the right products and increase retail sales while reducing product returns. For Brands, out platform standardizes the presentation of your brand across channels, benchmarks against competition, and improves availability. All this and much more gives you a holistic view of your channel and competition.",2013,400000.0,3,2015-10-30,400000.0,San Francisco,California,United States,Jyotsna Pattabiraman|Madhu Konety,Madhu Konety,30,"""AI-Driven E-Commerce Merchandising Optimization Solutions""",http://www.icecreamlabs.com/,https://www.linkedin.com/company/icecream-labs/,1.22,17.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
GetRev,"At GetRev, we’re transforming B2B demand generation with AI. Using GetRev, companies target their demand generation at leads with the highest likelihood of conversion.",2013,18180000.0,7,2021-06-01,,San Diego,California,United States,Rally Ventures|Right Side Capital Management|Forum Ventures|Longley Capital|Green Egg Ventures,Olin Hyde|Sanjit Singh,75,"""AI-Driven B2B Demand Generation Solutions""",https://getrev.ai/,https://www.linkedin.com/company/getrev/,0.3,25.0,2.5,10,unknown,0.85,3.0,2.0,0.15,2.0
Getintent,"Getintent is an adtech company that offers a highly customizable AI-powered programmatic suite for agencies, publishers, broadcasters and content owners empowering them to grow programmatic revenue.The Getintent programmatic solutions rely on the proprietary technology stack and AI-based real-time optimization.",2013,1565000.0,3,2016-08-16,165000.0,New York,New York,United States,Flashpoint|AltaIR Capital|Thomas Falk,George Levin|Vladimir Klimontovich,75,"""AI-Driven Programmatic Advertising Solutions""",http://getintent.com/,https://www.linkedin.com/company/getintent,8.3,60.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Microshare,"Microshare provides turnkey Smart Facilities data solutions at scale that bring safety, wellness, cost savings, and sustainability to clients' vital assets. Our Sensing-as-a-Service model and global reseller network helped our clients get back to business quickly, safely, and cost-efficiently in 2020, all while shedding new light on the true performance and utility of their real estate holdings to prepare them for success in the post-pandemic future. Microshare is a proud member of the LoRa Alliance and a key provider of LoRaWAN solutions for Microsoft Azure.",2013,42562288.0,10,2024-10-07,5864310.0,Philadelphia,Pennsylvania,United States,Motley Fool Ventures|Semtech|Endeavour Ventures|ic@3401|Kerlink,Charles Paumelle|Ronald Rock|Tim Panagos,30,"""Smart Facilities Data Solutions for Sustainability""",http://microshare.io/,https://www.linkedin.com/company/microshare.io/,3.2,12.0,3.8,20,unknown,0.85,4.2,3.7,0.8,3.5
PRSONAS (Previous),"PRSONAS helps brands create human moments. Our patent pending holograms project your brand personality in the physical world to help you attract, automate, and analyze customer engagements. We are revolutionizing how brands serve their customers.",2013,1525000.0,2,2017-09-14,1000000.0,Wake Forest,North Carolina,United States,Revolution’s Rise of the Rest Seed Fund|Revolution|Charlotte Angel Fund|Pilot Mountain Ventures,Charles Rinker|David Rose,5,"""AI-Driven Holographic Customer Engagement Solutions""",http://www.prsonas.com/,https://www.linkedin.com/company/prsonas,0.567,30.2,3.5,10,growth,0.85,4.0,4.2,0.1,3.5
AKA,"AKA is developing a generative A.I. engine called Muse. The technology integrates artificial intelligence and a refined data system to more effectively deliver essential tools to provide assistance or substitute for a human being’s intellectual power and its role. The AI engine aims to help provide us with an abundant life and overcome socioeconomic and geographical limitations. The current market focus is on Education, Enterprise, and Mental Health, which is where AKA’s AI product fits in.  Muse has been embedded in mobile applications and social robots such as Pepper and Musio - AI social robot companions that can be socially connected to users while learning new phrases, ideas, and information for the purpose of facilitating interaction and conversation with them. Muse and social robots have been successfully used in the Education sector. More than 250 institutions and substantial users have used Muse-based mobile services like Vena Talk and Musio Talk and robots provided with crucial English learning content partners such as NHK, Oxford, Cambridge, Creverse, and Gakken especially in the seven leading countries - China, India, Brazil, Indonesia, Vietnam, Japan, and South Korea. For the next expansionary step, AKA is currently launching the Muse-based Gen AI sales agent and data analytics system: Muse EOS (Extra Ordinary Salesbooster). It is a generative A.I. SaaS designed to train salespeople using artificially generated scenarios and particular customer personas, eventually to become an AI sales agent for customers eventually.  AKA would like to expand its services from technology to other industries dominated by sales, namely the US automobile and insurance industries. For Mental Health, the cognitive behavior therapy (CBT)-based AI engine called MuseAlpha will be delivered soon to train psychologists and aid cognitive impairment sufferers. MuseAlpha will be a simultaneously revolutionary and life-saving AI product.",2013,32632123.0,5,2021-01-08,17383190.0,Santa Monica,California,United States,Formation 8|LG Uplus|David Lee|Chungdahm Learning|Quad Asset Management,Raymond Jung,75,"""Generative AI for Education and Mental Health Solutions""",https://tesla.eos.akaintelligence.com/,https://www.linkedin.com/company/aka-intelligence/,0.0,0.0,1.0,0,unknown,0.35,1.0,1.0,0.0,1.0
Raw Shorts,"RawShorts automates video content creation for business users with AI driven text to video workflow. With Raw Shorts businesses can create animated explainers and promo videos for the web with automated workflow. Users can browse its catalog of industry specific templates to make videos that are appropriate for their businesses; upload the videos and customize it by adding media, text, transitions, effects, and audio;  and share them on YouTube, Facebook, landing pages, and more. The software is used by businesses and startups, marketing professionals, and training and educational institutions. RawShorts was launched in 2013 and is operated from the Wynwood District in Miami, Florida.",2013,2268580.0,3,2016-11-02,,Miami,Florida,United States,Florida Funders|Miami Angels|Mosley Ventures|New World Angels,Antonio Otalvaro,5,"""AI-Driven Video Content Creation Software""",http://rawshorts.com/,https://www.linkedin.com/company/3119509,0.1,20.0,2.5,10,unknown,0.85,2.8,2.5,0.05,2.0
Pixel Press,"Pixel Press is a technology company that focuses on building engaging gaming and interactive experiences. Its products are fun for all ages, and flexible enough for many applications. The company's patented build your own video game technology platform integrates physical and digital play, adding a new dimensions to toys and video games, educational content, traditional storybooks, and other entertainment mediums.",2013,1987971.0,5,2016-03-31,1055821.0,St Louis,Missouri,United States,Capital Innovators|Chaifetz Group|Bodley Group|co.lab|Hal Gentry,Daniel Wiseman|Josh Stevens|Rob Bennet|Robin Rath,5,"""Interactive EdTech Gaming and Digital Play Solutions""",http://projectpixelpress.com/,http://www.linkedin.com/company/pixel-press-technology,2.3,23.0,4.2,25,growth,0.85,4.5,4.0,0.2,4.0
Downtown,"GoodTime Labs was founded to make commerce smarter, and proactive.  The company raised $2m in funding from a set of well-known Silicon Valley and International investors.  The Palo Alto based startup launched two products: Downtown - a food ordering app that understand your context and taste.  Hiro Baby - a shopping assistant that helps new parents to navigate through the 195 purchases decision they have to make for their baby.  The company got listed by Forbes as one of the most innovative retail technologies in 2014 and later featured on ABC.",2013,540000.0,3,2015-06-01,,Palo Alto,California,United States,Social Capital|Graph Ventures|Innovation Nest|PULSAR|Archimedes Labs,Max Noelle|Phillip Buckendorf|Xavier de Ryckel,5,"""Contextual Food Ordering and Parenting Assistance Apps""",http://www.downtownapp.co/,https://www.linkedin.com/company/downtown-inc,1.5,12.2,3.8,25,unknown,0.85,4.0,3.5,0.5,3.5
Coinalytics Co.,"Coinalytics is a venture-backed startup that provides real-time intelligence for decentralized blockchain platforms. Its unique approach applies advanced machine learning and state-of-the-art distributed systems to cryptographic platforms, enabling enterprises to derive real-time business intelligence and risk assessment from blockchains and decentralized applications.  Right at the intersection of the blockchain, Big Data, and artificial intelligence, the platform employs advanced pattern recognition methodologies and real-time online learning to mine pseudonymous data with sparse features.  Coinalytics has designed its data infrastructure to scale-out and deal with the scope of any decentralized network, providing business and risk intelligence on transactions in real-time, even before getting confirmed by the Bitcoin network.  It is based in Palo Alto pursuing the mission of “providing real-time intelligence for decentralized blockchain platforms”.",2013,1200000.0,2,2015-09-10,1100000.0,Palo Alto,California,United States,500 Global|The Hive|Fabio Federici,Bill Gleim|Fabio Federici|James Edwards,5,"""Real-Time Blockchain Analytics and Intelligence Solutions""",http://coinalytics.co/,http://www.linkedin.com/company/coinalytics,0.05,35.0,2.0,5,unknown,0.85,2.5,1.5,0.05,2.0
Softcube,"The first AI for video ads production. Softcube automatically creates videos of products in use. These ads are delivered through AdWords banners, Facebook, and Instagram.",2013,400000.0,5,2018-09-10,,Alexandria,Virginia,United States,Techstars|SAP.iO|Digital Future|Chernovetskyi Investment Group|.Invest Ukraine,Oleg Lesov,30,"""AI-Driven Video Advertising Production Solutions""",https://softcube.com/,https://www.linkedin.com/company/softcube-inc/,2.8,19.0,3.5,25,growth,0.85,4.5,3.5,2.1,4.0
Panamplify,"Panamplify eliminates the time consuming and expensive grunt work marketing agencies have when creating reports for their clients. Focusing initially on the marketing sector, Panamplify automates best practices for marketing campaigns enabling executives to take action based on business outcomes for all of their marketing related campaigns and activities. A common approach to building an easy-to-use reporting system is to cut an enterprise system down to size by restricting features and providing a lot of pre-canned content. They tried that, and found it was almost, but not quite, good enough: in too many cases they had to drop down to custom code to get everything they needed, and that wiped out most of our productivity gains. Panamplify is taking a different approach: building systems that know enough about the domain being reported on to operate at a higher level of abstraction. This helps us avoid the brittleness we encountered using ordinary templates. The system's knowledge is in the form of traditional artificial intelligence structures like rules, ontologies and plans. The use of these mechanisms allows the system to produce results that humans can understand and modify.",2013,1100000.0,1,2015-11-13,1100000.0,Dallas,Texas,United States,Deep Space Ventures|HG Startup Ventures|Igor Tishin|Kevin Hoque|Alan Salisbury,Christopher St. John|Michael Pratt,5,"""AI-Driven Marketing Analytics and Reporting Solutions""",http://panamplify.com/,http://www.linkedin.com/company/panamplify,0.42,35.0,3.5,15,growth,0.85,3.8,3.2,0.3,3.7
ExpenseBot,"ExpenseBot is a developer of an expense management platform used to make business expense reporting easier. The company's software automates the process of filling out expense reports by pulling in information from calendar apps, e-mail, credit card purchase reports, and even a phone’s GPS software. It’s powered by artificial intelligence software that can remind users to file expense actions like meals or a commute. ExpenseBot was founded in 2013 and is headquartered in Cleveland, Ohio.",2013,920000.0,6,2016-10-11,250000.0,Cleveland,Ohio,United States,Techstars|Kima Ventures|Right Side Capital Management|JumpStart Inc.|Marc Bell Ventures,John Siladie,30,"""AI-Driven Expense Management Software Solutions""",https://expensebot.com/,http://www.linkedin.com/company/expensebot,1.2,15.0,3.5,20,unknown,0.85,3.8,3.2,0.5,3.7
DatumTron,"DatumTron developed technology and API that combines in-memory database with data mining and artificial intelligence. This has important advantages from incorporating Data mining, and Analytics into business database applications to enhancing internet search engines with Natural Language Processing, to adding machine learning in embedded systems. More information, white papers, tutorials, and download at www.DatumTron.com",2013,500000.0,1,2017-01-01,500000.0,Haworth,New Jersey,United States,,Ashraf Azmi,5,"""AI-Driven Data Analytics and Mining Solutions""",http://www.datumtron.com/,https://www.linkedin.com/company/datumtron,1.2,30.0,3.5,20,growth,0.85,4.0,3.5,0.5,3.8
MedStatix,"MedStatix offers a white-labeled, cloud-based specialty-specific patient experience survey platform. The company's vision is to strengthen the patient-provider relationship in order to promote higher engagement, increased understanding, better outcomes, and lower costs.  Their unique approach involves specialty-specific surveys and a partnership with industry-leading physicians and advisors that ensures they are asking the right questions, providing the right analytics, and offering actionable insights.   Their cloud-based, mobile-optimized surveys deliver simplicity and convenience, resulting in response rates of more than 40% and completion rates of more than 97%, which are unprecedented within the industry. Patients are given a voice through their familiar star rating system, while real-time data allows providers to actively manage their reputation by identifying both risks and opportunities for improvement.",2013,2200000.0,2,2015-10-29,700000.0,Lancaster,Pennsylvania,United States,Aspire Ventures,Scott Haiges,30,"""Cloud-Based Patient Experience Survey Solutions""",http://www.medstatix.com/,http://www.linkedin.com/company/medstatix,0.5,15.0,3.5,20,unknown,0.85,4.0,2.5,0.3,3.8
StrategyWise,"StrategyWise is comprised of diverse team members who have backgrounds in entrepreneurship, business strategy, economics, finance, software and technology development, digital and traditional marketing, military intelligence, nonprofits, governmental affairs, healthcare, community building, international relations, international business, statistics, research, and data analysis",2013,1000000.0,1,2017-08-15,1000000.0,Birmingham,Alabama,United States,,Joshua Jones,30,"""Data-Driven Business Strategy and Analytics Solutions""",https://strategywise.com/,https://www.linkedin.com/company-beta/3302664/,18.6,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Finchloom,"Finchloom (California registered S-Corporation), a Microsoft Cloud Solutions Partner, celebrated its 10th anniversary in April 2023. Over the past decade, we have specialized in helping clients understand, acquire, and implement Microsoft Cloud technology, with a focus on Microsoft 365 and Azure while realizing ROI.   Our journey began with our founder, Jim Richardson, an engineer with a deep appreciation for Microsoft. Leveraging his extensive network from a 20-year enterprise IT career, he launched Finchloom without external funding, sparking our initial organic growth.  In 2016, Brian Levine joined as a partner and angel investor, investing $150k for a 50% stake in the company. His sales acumen and connections catalyzed our growth from 2 employees and $800k annual revenue in 2016 to 9 employees and $3.4M revenue in 2019.  We further strengthened our team by bringing on Nate Jimerson as VP of Services. His leadership enabled us to meet increasing project demands while maintaining above-average service rates.   The Covid-19 pandemic in 2020 led to a surge in demand for cloud and remote work solutions. We capitalized on this trend, expanding our Azure customer base and increasing our margins on our service bill rates while also hiring a VP of Sales to build a new sales team and strategy.   Today, Finchloom boasts 25 full-time employees, 10 full-time contractors, and $10M in annual revenue. We serve 180 customers across the US, primarily commercial accounts with 500-5,000 employees and an existing IT department.  Our customers are mostly in the industries:  Healthcare, Finance, Entertainment, Retail.  Our services include reselling monthly and annual Microsoft 365 and Azure subscriptions and providing architecture, deployment, adoption, management, and support services on Retainer+Time & Materials basis. We pride ourselves on building long-term relationships with our customers and acting as strategic advisors for all things Microsoft to our customers.",2013,150000.0,1,2016-04-05,150000.0,Westlake Village,California,United States,,Jim Richardson,75,"""Microsoft Cloud Solutions and Consulting Services""",https://www.finchloom.com/,https://www.linkedin.com/company/finchloom/,9.6,24.8,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Spaceknow,Spaceknow is a Silicon Valley venture capital backed startup. Spaceknow brings transparency to the  global economy by tracking global economic trends from space. We develop products for  monitoring economic activity for a wide variety of both consumer and enterprise clients.,2013,5200000.0,2,2017-02-09,4000000.0,New York,New York,United States,BlueYard Capital|OTB Ventures|Reflex Capital,Jerry Javornicky|Pavel Machalek,75,"""Satellite-Based Economic Activity Analytics Solutions""",http://www.spaceknow.com/,https://www.linkedin.com/company/3963328,0.5,15.0,3.8,15,unknown,0.85,4.0,3.5,0.3,3.5
Cognetivity Neurosciences,"Cognetivity Neurosciences is a medical technology company developing an AI platform for early detection of cognitive impairment, dementia and Alzheimer's disease.",2013,5170463.0,4,2022-10-27,3319517.0,West Point,Georgia,United States,Innovate UK|Rockshield Capital,Seyed-Mahdi Khaligh-Razavi|Sina Habibi,30,"""AI-Driven Cognitive Health Diagnostics Solutions""",https://www.cognetivity.com/,https://in.linkedin.com/company/cognetivity-limited,0.15,20.0,2.5,10,unknown,0.85,3.0,2.5,0.1,2.0
SaaSMAX,"PartnerOptimizer by SaaSMAX is the game-changing partner discovery and insights SaaS platform to improve a vendor’s channel team efficiency and accelerate reseller channel sales performance. Our proprietary data-driven approach enables channel teams to learn whether a company is a great fit for their reseller program and/or a specific reseller campaign based on how it compares to their ideal partner profile. 65% ($2.4T) of all B2B tech sales go through resellers. Yet most tech vendors feel lucky if just 20% of their resellers are actively driving revenue. It’s an industry-wide pain point that vendors are spending enormous amounts of time, resources and expense to recruit, train, nurture and incentivize the wrong ones. Available reseller discovery, insights and research methods are outdated, manual and take months and hundreds of thousands of dollars, with no guaranteed results.",2013,635000.0,4,2014-08-15,50000.0,San Diego,California,United States,,Dina Moskowitz,5,"""Channel Partner Optimization SaaS for B2B Vendors""",http://www.saasmax.com/,https://www.linkedin.com/company/saasmax-beta,1.2,18.0,3.8,20,growth,0.85,4.0,3.5,0.5,3.5
NewSci,"NewSci combines data science and artificial intelligence to build critical software solutions for the public, education, and social sectors. Featured products include the NewSci Emergency Call Simulator (NECS).",2013,500000.0,1,2015-08-11,500000.0,Tallahassee,Florida,United States,Johnson Venture Partners,Anand Mahurkar|David Lawson|Jay Goulart,5,"""AI-Driven Public Sector Data Solutions""",http://www.newsci.ai/,https://www.linkedin.com/company/newsci-llc,0.5,30.0,3.5,15,growth,0.85,3.8,3.2,0.3,3.7
Camio,Camio is the search engine behind cost-effective video surveillance. It connects any camera to state-of-the-art Machine Learning to power modern video monitoring solutions with the efficiency and flexibility advantages of hybrid edge/cloud SaaS.,2013,1600000.0,2,2016-01-01,,San Mateo,California,United States,BoxGroup|Greylock|Freestyle Capital|Floodgate|LDV Capital,Carter Maslan|Jan Jannink|Luca de Alfaro,30,"""AI-Driven Video Surveillance SaaS Solutions""",https://camio.com/,https://www.linkedin.com/company/camiolog,3.5,20.0,3.8,20,growth,0.85,4.2,3.8,0.5,3.5
Claritas Genomics,"Claritas Genomics is a new venture, formed through a partnership between Boston Children's Hospital and Life Technologies Corp. Claritas develops next-generation, genetic and genomics-based diagnostic testing solutions. The venture combines advanced instrumentation, software and bioinformatics capabilities with sophisticated clinical interpretation by specialist physicians and medical genomics experts at Boston Children’s Hospital, a Harvard teaching hospital and the top-ranked pediatric hospital in the US.",2013,15000000.0,2,2015-01-26,15000000.0,Cambridge,Massachusetts,United States,Cincinnati Children’s|Genuity Science|Boston Children's Hospital|Cerner|Cerner Capital,Mary Cortizas|Nurjana Bachman,30,"""Genomic Diagnostics and Bioinformatics for Pediatric Healthcare""",http://claritasgenomics.com/,https://www.linkedin.com/company/3182411,1.1,14.3,3.8,20,unknown,0.85,4.2,3.5,0.8,3.7
Optimoz,"Optimoz is at the forefront of leveraging cutting-edge technologies to drive enterprise transformation. With expertise in Generative AI, Cloud Solutions, and Health IT, we empower organizations to overcome complex technical challenges and unlock new possibilities. Our innovative solutions enable enterprises to harness breakthrough insights for smarter decision-making, enhance productivity and agility, and accelerate solution development with precision and reliability. At Optimoz, we go beyond technology by providing the leadership, experience, and proven processes necessary to maximize the value of your enterprise’s capabilities. Our integrated security approach ensures protection across infrastructure, platform, and application layers, while our focus on optimization reduces operational costs and mitigates enterprise risks. Whether it’s reshaping healthcare IT, advancing cloud infrastructure, or driving innovation with Generative AI, Optimoz is your trusted partner in achieving transformative outcomes. Let us help you redefine what’s possible for your enterprise.",2013,2251100.0,2,2018-05-22,2000000.0,Rockville,Maryland,United States,Global Environment Fund Management,Naresh Patel,30,"""Generative AI and Cloud Solutions for Enterprise Transformation""",https://optimoz.com/,https://www.linkedin.com/company/optimozinc,16.7,23.0,3.8,25,growth,0.85,4.5,4.0,2.1,4.0
LensBricks INC,"LensBricks aims to democratize imaging for insights. LensBricks was founded by luminaries in the field of computational imaging, computer vision and big data. The team has vast experience in combining camera hardware, software and cloud to spawn new forms of imaging and unique visual experiences to the market.",2013,1000000.0,4,2019-01-01,,Mountain View,California,United States,Lux Capital|Exfinity Venture Partners|Highway1|Globevestor|North Bridge Venture Partners & Growth Equity,Pranav Mishra|Rajeswari Kannan,5,"""Computational Imaging and Visual Data Analytics Solutions""",http://www.lensbricks.com/,https://www.linkedin.com/company/lensbricks,3.2,14.0,3.8,20,unknown,0.85,4.2,3.8,1.5,3.9
