company_name,name,title,linkedin_url,location,about,estimated_age,extraction_date,experience_1_title,experience_1_company,experience_2_title,experience_2_company,experience_3_title,experience_3_company,education_1_school,education_1_degree,education_2_school,education_2_degree,skill_1,skill_2,skill_3,skill_4,skill_5,l_level,reasoning,confidence_score
Moonvalley,Petr Leontev,Solutions Architect | Applied AI | Synthetic data | 3D | Unreal Engine,https://uk.linkedin.com/in/petr-leontev,United Kingdom,"Solutions Architect with extensive experience designing and delivering scalable, customer-centric software solutions across diverse industries. Proven track record in managing customer relationships and engaging with C-level stakeholders to align technology strategies with business goals. Passionate about emerging technologies, with hands-on expertise in Generative AI and 3D engines. Skilled at developing compelling, production-ready proof-of-concepts that bridge innovation and real-world impact.",33,,"Member of Technical Staff, Solutions Architect",Moonvalley · Full-time,"Solutions Architect (Graphics, Streaming, Visualizations)",Unreal Solutions Ltd · Self-employed,Solutions Architect (XR cloud streaming),Mawari · Contract,Tomsk Polytechnic University,"Bachelor's degree, Applied Math and Informatics",St. Petersburg Academic University RAS,"Master's degree, Software Engineering",GPEG,Performance optimization,Collaboration Tools,Creative Industries,Development Tools,L1,"Based on the available information, this appears to be a technical professional transitioning into a founder role. While they have technical expertise as a Solutions Architect and background in Applied Math and Informatics, there's no clear evidence of prior founding experience or major scale achievements. The current company (Moonvalley) appears to be their first entrepreneurial venture, and their background is primarily technical/architectural rather than entrepreneurial. Their profile aligns with the L1 'Nascent Founders with Potential' classification, showing technical capability but limited entrepreneurial track record.",0.68
Moonvalley,Paul Muller (慕博乐),Member of Technical Staff @ Moonvalley,https://fr.linkedin.com/in/paul-muller-17991815r,"Paris, Île-de-France, France",(Deep) (Multiagent) Reinforcement Learning x L/VLMs,29,,Member of Technical Staff,Moonvalley · Permanent,Core Team Researcher,H Company · Permanent,Google DeepMind,5 yrs 1 mo,CentraleSupélec,"Computer Science, M.Eng., Mathématiques Appliqués au Traitement de l'Information et du Signal",Université Gustave Eiffel,"Doctor of Philosophy - PhD, Multiagent Reinforcement Learning",Machine Learning,Optimisation,Python,C++,Java,L1,"Based on the available information, this appears to be a nascent founder very early in their career. The profile shows they are a recent graduate from CentraleSupélec (a prestigious French engineering school) and are currently in what appears to be their first professional role as a Member of Technical Staff at Moonvalley. The technical background in computer science and focus on deep reinforcement learning suggests strong technical potential, but there is no evidence yet of significant professional achievements or entrepreneurial experience.",0.68
Moonvalley,Max Smith,Machine Learning Researcher,https://www.linkedin.com/in/max-smith-40502392,"Washington, Michigan, United States",,29,,Senior Research Scientist,Field AI · Full-time,Member of Technical Staff,Moonvalley · Full-time,Core Researcher,H Company · Full-time,University of Michigan,"Doctor of Philosophy - PhD, Computer Science",University of Michigan,"Bachelors of Science In Engineering, Computer Science",,,,,,L3,"The founder demonstrates strong technical credentials with a PhD in Computer Science from a prestigious university (University of Michigan) and experience as a Senior Research Scientist in AI. This places them firmly in the 'Technical and Management Veterans' category, matching L3 criteria for advanced technical expertise. While they show strong academic and research capabilities, there's no clear evidence of startup founding experience or major exits that would qualify for higher levels.",0.68
Moonvalley,Naeem Talukdar,Founder @ Moonvalley,https://ca.linkedin.com/in/naeemtal,"Toronto, Ontario, Canada","“The idea becomes a machine that makes the art.” - Sol LeWitt

I lead Moonvalley, a spatial intelligence research lab dedicated to helping filmmakers explore new worlds.",33,,Co-founder & CEO,Moonvalley,Travel,Planet Earth,,,Y Combinator,,University of Toronto,,,,,,,L2,"Based on available information, this founder fits the L2 (Early-Stage Entrepreneur) profile. The key determining factors are: 1) Y Combinator acceptance/graduation, which is a strong signal of early potential and basic validation, 2) Currently leading an early-stage company (Moonvalley) in an innovative space (spatial intelligence for film), and 3) The profile suggests this is likely their first significant founder role. The Y Combinator background particularly aligns with L2 criteria as it indicates they've passed through a prestigious accelerator program, which typically provides initial validation and early-stage funding.",0.68
Moonvalley,John T.,co-founder @ moonvalley.ai,https://ca.linkedin.com/in/johnkthomas,Canada,Co-Founder @ Moonvalley,33,,"Co-Founder, COO",Moonvalley · Permanent Full-time,"Co-Founder, COO",Draft · Permanent Full-time,"Consultant, Management Consulting",Jackman Reinvents,Y Combinator,W21,University of Toronto,"Bachelor of Applied Science (BASc), Industrial Engineering",Process Improvement,Change Management,Project Management,Data Analysis,Statistical Modeling,L2,"The founder shows clear markers of an early-stage entrepreneur with some notable validation points. Their participation in Y Combinator (W21 batch) is a significant qualifier for L2, as YC is one of the most selective accelerators globally. The current role as co-founder of Moonvalley.ai indicates they're actively building a venture-backed company. However, the limited work history and lack of prior exits or major scale achievements prevents classification at higher levels. The YC acceptance provides external validation of potential, placing them firmly in the L2 category of 'Early-Stage Entrepreneurs' rather than L1 'Nascent Founders'.",0.68
Brighthive,Suzanne H. EL-Moursi,"Co-Founder & CEO : Brighthive, the #1 Agentic AI platform for complex enterprise data workflows.",https://www.linkedin.com/in/suelmoursi,Greater Chicago Area,"As Co-Founder & CEO, Suzanne is currently laying down every brick in building Brightive, a productivity platform for data analysts, is the leading full stack data management platform with end to end agentic AI powering the entire data management workflow.

Suzanne is an serial entrepreneur with 22 years experience specializing in digital transformations, brand strategy, growth marketing, entrepreneurship and startup operations; building new brands and successful businesses. Following 14 very successful years working for leading corporate brands (IBM, HSBC, GE Healthcare, SapientNitro) leading innovation and growth strategies, her passion for entrepreneurship led her career shift to build startup businesses since 2012. She joined Power2Switch, a deregulated energy shopping platform, as Chief Marketing Officer in 2012 and experienced an acquisition by Choose Energy, a portfolio company of Kleiner Perkins Caufield Byers, in 2013. She continued with Choose Energy as Vice President of Marketing leading brand development and marketing to take the marketplace national across all deregulated energy states. In 2015, she joined Mira Fitness, her third startup, as Creative Director leading growth strategy, marketing & product design. 
In 2016, she joined Uplift Data Partners, a drone technology SaaS and service company for the enterprise construction market, as President & CEO leading it from inception to acquisition by PrecisionHawk in 2018. 

Suzanne is characterized as a high-energy leader, a relentless optimist, and a creative thinker who thrives on the success of building healthy teams, cultures and businesses. In December 2012 she was recognized by Built in Chicago, as one of the leading women in Chicago driving the Digital Entrepreneurial Renaissance. In 2007, named one of GE Healthcare USA's top 100 Talent. Suzanne holds a Masters of Science (MS) in Human Computer Interaction from DePaul University and a Masters of Business Administration (MBA) from University of Chicago - Chicago Booth.

Suzanne is a Founding Member of Chief, sits on the Board of Directors for the Chicago Children's Choir and Northern Illinois University's College of Business Board of Advisors to the Dean.",42,,Brighthive,Full-time · 4 yrs 6 mos,Member Of The Board Of Advisors,Novela Neurotech,Venture Partner,VU Venture Partners,The University of Chicago Booth School of Business,"Master of Business Administration (MBA), Finance & Entrepreneurship",DePaul University,"Master in Science - Computer Science, Human Computer Interaction",Experiential Marketing,New Venture Development,User Experience,Entrepreneurship,Venture Capital,L4,"Suzanne El-Moursi demonstrates a strong pattern of proven operational experience with multiple exits and executive roles. She has been involved in several successful exits, including Power2Switch's acquisition by Choose Energy (2013) and Uplift Data Partners' acquisition by PrecisionHawk (2018). Her progression from corporate leadership (IBM, HSBC, GE Healthcare) to startup executive roles shows a clear trajectory of increasing responsibility and successful outcomes. While she has achieved multiple exits, the scale of these exits and exact valuations aren't publicly disclosed, making it difficult to classify her at L5 or above. Her current role as CEO of Brighthive, combined with her previous exit experience and executive positions, firmly places her at L4 as a proven operator with exits and executive experience.",0.68
MagicSchool AI,Adeel Khan,Founder @ MagicSchool AI,https://www.linkedin.com/in/adeelkh,"Denver, Colorado, United States","In 2023, I founded MagicSchool AI - the leading  generative AI platform in education and fastest growing technology for schools ever.  We're building the future of AI in education.

Sign up is free for educators at www.MagicSchool.ai

Prior to working at MagicSchool - I was a teacher, principal, and founded the top performing public high school in Denver.",38,,Founder & CEO,MagicSchool AI · Full-time,DSST Public Schools,Full-time · 8 yrs,Social Studies Teacher,KIPP Metro Atlanta,Columbia University,"Master's Degree, Educational Leadership and Administration",Virginia Tech,"BS, Accounting & Information Systems",Public Speaking,Event Planning,Community Outreach,Volunteer Management,Social Media,L2,"Adeel Khan shows characteristics of an L2 'Early-Stage Entrepreneur' based on his transition from education leadership to founding a new AI startup in 2023. While he has significant leadership experience in education (founding and leading a top-performing public high school), this is his first technology startup. The company MagicSchool AI, while described as 'fastest growing technology for schools ever', is still in its early stages (founded 2023). His background combines educational expertise with entrepreneurial initiative, but lacks prior startup or technology company experience that would qualify for higher levels.",0.68
MagicSchool AI,Rebecca Bloch,"Head of People, MagicSchool AI",https://www.linkedin.com/in/rebecca-bloch-65b51840,"Denver, Colorado, United States","As a seasoned educational leader with two decades of diverse experience, I am passionate about driving to results and fostering improvements across various facets of school academics, leadership, and talent management. My professional path has been enriched by impactful roles at Teach For America, the Clark County School District, the Noble Network of Charter Schools, and DSST Public Schools.

Educational Expertise: My extensive background encompasses teaching, leading, and managing schools and districts, steering them towards outcomes in academic preparedness, school culture, and the formation of healthy and high performing leadership teams. I am also a trained Co-Active coach, specializing in executive, leadership, and life coaching.

Leadership: I thrive in establishing and leading effective cultures of excellence, emphasizing strategic shared visions, and empowering teams and leaders to succeed. My approach revolves around aligning cultures with strategic goals and fostering equity as a cornerstone of my work.

Key Strengths:
Strategic Planning: Collaboration | Decision Making | Clear Vision & Goal Setting | Change Management | Data Analysis | Equity Orientation

Leadership: Culture Development | Collaboration | Cross-Functional Communication | Professional Development | Employee Retention | Talent Acquisition  | Leadership Coaching

I am deeply passionate about continuous growth within the educational and coaching sectors. If you share similar interests or would like to know more about my professional journey, please feel free to connect or send me an InMail message. You can also reach me at rcbloch@gmail.com.",38,,Head of People,MagicSchool AI · Full-time,Trained Co-Active Coach,Co-Active Training Institute · Part-time,DSST Public Schools,10 yrs 3 mos,Dominican University,"Master of Education (MEd), Educational Leadership and Administration, General",University of Nevada-Las Vegas,"Master of Education (MEd), Special Education",Human Resources (HR),Workplace Culture,Organizational Culture,Hiring,Recruiting,L1,"While Rebecca Bloch has extensive experience in education and leadership roles, she appears to be a first-time founder/early employee at MagicSchool AI with no prior startup or entrepreneurial experience. Her background is primarily in educational administration and people management within established organizations. While these skills are valuable, they place her in the nascent founder category when it comes to startup experience. The transition from educational leadership to startup founder represents a new career direction, fitting the L1 profile of 'new entrepreneurs with minimal startup experience but demonstrating ambition and potential.'",0.68
Pronto Ai,Anthony Levandowski,Co-Founder & CEO of Pronto | Founder & CEO of Pollen Mobile,https://www.linkedin.com/in/anthony-levandowski,"Albany, California, United States","Anthony Levandowski is Co-Founder and CEO of Pronto and Founder and CEO of Pollen Mobile. Pronto is a commercial provider of autonomous driving systems that offers safe, cost-efficient, and productivity solutions. Pollen Mobile is a decentralized mobile network built on the Solana blockchain, initially born out of the need for secure and reliable connectivity in remote operating sites. Levandowski has been recognized in the autonomous vehicle (AV) industry for his pioneering work and advancement efforts.

Prior to Pronto and Pollen Mobile, Anthony has co-founded and worked with other prominent industry companies including Google and Uber, to oversee and develop their AV programs. During his time at Google, he helped establish the foundation for the AV program now known as Waymo and progressed the technology behind Google Street View. In 2016, he co-founded Otto, which was acquired by Uber within the same year, and joined Uber as head of their driverless car operations.

Anthony has been featured as an industry speaker for leading technology, business and industry events and is often highlighted for his determination to bring self-driving technology to the market.",41,,Founder & CEO,Pollen Mobile · Full-time,Co-Founder & CEO,Pronto AI,VP Engineering,Uber,"University of California, Berkeley","M.S., Industrial Engineering and Operations Research","University of California, Berkeley, Haas School of Business",,C,Python,Machine Learning,C++,Product Launch,L7,"Anthony Levandowski qualifies as an Elite Serial Entrepreneur (L7) based on his track record of founding multiple successful companies with significant exits and industry impact. He has demonstrated repeated success in the autonomous vehicle space, with multiple companies either acquired or achieving significant scale. His most notable achievement was Otto's acquisition by Uber for $680M within months of founding. He has also been instrumental in founding and developing major autonomous vehicle programs at both Google (now Waymo) and Uber, representing billions in value creation. His current ventures (Pronto AI and Pollen Mobile) show continued innovation in frontier technologies.",0.7200000000000001
Karini AI,Nitin Wagh,"Chief Executive Officer, Karini AI (Ex-AWS, Ex-Databricks)",https://www.linkedin.com/in/nitin-bwagh,Atlanta Metropolitan Area,"I am highly motivated GTM product specialist with passion for Machine Learning, Artificial intelligence, Distributed Systems, Cloud Technologies, building new products and breaking into new markets.

Strengths include:

Go To Market Strategy
Product Development
Pricing Strategy
Machine Learning
Distributed Systems
Human in the Loop
Field Enablement
Cloud Architecture",43,,Karini AI,Full-time · 1 yr 2 mos,Lead Product Specialist - Generative AI & Machine Learning,Databricks · Full-time,Amazon Web Services (AWS),5 yrs,"Indian Institute of Technology, Madras","M Tech, Aerospace",,,Enterprise Architecture,Enterprise Software,Pre-sales,Integration,Solution Architecture,L2,"Based on the available information, this founder appears to be an early-stage entrepreneur with strong technical background and experience at major tech companies (AWS, Databricks), but limited proven entrepreneurial track record. Their current venture Karini AI is relatively new (1 year 2 months), and while they have valuable experience from top tech companies, there's no evidence yet of successful exits, major funding rounds, or significant scale achievements. Their educational background from IIT Madras (a prestigious institution) and experience at major tech companies provides a strong foundation, but they are still in the early stages of their entrepreneurial journey.",0.6400000000000001
Karini AI,Deepali Rajale,"Founder & CTO, Karini AI | ex-AWS | Speaker | Author",https://www.linkedin.com/in/deepali-rajale,Atlanta Metropolitan Area,"With years of experience in Product development, Cloud and Artificial Intelligence, I am a passionate and innovative leader in the field of generative artificial intelligence (AI). 

As the founder of a stealth startup, I am working on creating cutting-edge generative AI solutions that can transform various industries and sectors. As the chief technology officer (CTO) at Objectways, I oversee the technical strategy and direction of a social impact sourcing company that focuses on generative AI and data labeling. I also leverage my expertise and network as a speaker and author on AI topics, sharing insights and best practices with diverse audiences. My mission is to build AI solutions that can make a positive difference in the world.",45,,Karini AI,Full-time · 2 yrs 2 mos,Chief Technology Officer,Objectways,Amazon Web Services (AWS),2 yrs 11 mos,Savitribai Phule Pune University,"B.E., Computers",JNV,,Agile Methodologies,Unix,Software Development,Java Enterprise Edition,SQL,L2,"Based on the available information, this founder appears to be an early-stage entrepreneur with some technical experience but limited proven startup success metrics. While they have technical expertise and corporate experience (ex-AWS mentioned), they are currently running what appears to be their first startup (Karini AI) which is described as being in stealth mode. The combination of technical background, corporate experience, and current early-stage startup leadership places them in the L2 category as an early-stage entrepreneur showing promise but without yet demonstrating significant scale or exits.",0.6400000000000001
Rogo,Drew Schumacher,CEO & Co-Founder @ROGO - Robotic Soil Sampling,https://www.linkedin.com/in/drewschumacher,"West Lafayette, Indiana, United States","My motivation is a deep love for learning, people and pursuit of excellence, to ultimately steward the gifts I have been given.",32,,CEO & Co-Founder,ROGO,Leadership Team Member,Ignite Ministries,Managing Member,Onyx Investment Group LLC,Purdue University,"Bachelor of Science (BS), Mechanical Engineering",,,Leadership,Knowledge-hungry Learner,High Achiever,Research,Communication,L1,"Drew Schumacher appears to be a first-time founder with a technical background from Purdue University. The available information suggests he's at the beginning of his entrepreneurial journey with ROGO, a robotic soil sampling company. His profile aligns with the L1 'Nascent Founders with Potential' classification given his recent graduation and first-time founder status. While the agricultural technology focus shows domain expertise potential, there's no evidence yet of significant company scale, funding rounds, or prior startup experience.",0.68
Cohere,Ivan Zhang,Scaling intelligence to serve humanity,https://ca.linkedin.com/in/1vnzh,Canada,,28,,Co-Founder,Cohere,,,,,,,,,Swag,HTML,,,,L5,"Ivan Zhang is a co-founder of Cohere, one of the leading AI companies in the language model space. While relatively early in his career, Cohere has achieved significant scale and funding milestones that qualify him as a Growth-Stage Entrepreneur. The company has raised substantial funding (over $170M), has achieved unicorn status with a valuation over $2B, and is competing directly with major players like OpenAI and Anthropic in the foundation model space. The company's rapid growth, strategic partnerships with Google Cloud, and ability to attract top-tier investors like Index Ventures and Tiger Global demonstrate strong execution ability.",0.68
Cohere,Nick Frosst,Co-Founder at Cohere,https://ca.linkedin.com/in/nick-frosst-19b80463,"Toronto, Ontario, Canada",cohere.ai,32,,co:founder,Cohere,RSWE - Google Brain,Google,Teaching Assistant,University of Toronto,University of Toronto,"Bachelor's of Science, Double Majoring in Computer Science and Cognitive Science",,,C,Python,Perl,Java,Programming,L5,"Nick Frosst co-founded Cohere, which has become one of the leading AI companies in the language model space. The company has raised significant funding (over $400M across multiple rounds) and achieved unicorn status with a multi-billion dollar valuation. While he doesn't have multiple exits or a long prior track record, his achievement in scaling Cohere to its current position and securing major enterprise partnerships qualifies him as a Growth-Stage Entrepreneur. The company's rapid scaling, significant funding rounds, and position as a major player in the AI industry demonstrate proven ability to build and scale a significant technology company.",0.68
Cohere,Devin Lyttle,"Cofounder, CEO at Cohere | Techstars '22",https://www.linkedin.com/in/dlyttle,United States,"Multi-disciplinary entrepreneur, systems designer and operational strategist committed to finding elegantly simple solutions to address the complex social and environmental issues of our time. 

Spanning nearly three decades, my professional experience has encompassed all aspects of the creative arts — from brand development and authentic storytelling to ontological design and product development — all the while remaining grounded in the pragmatic tedium of business operations. As a product director, I build design-led, data-informed teams that are guided commensurably by empathy and analytics to establish a harmonious alignment between their purpose, passion and presence. 

When I'm not focused on restoring our planet, redesigning civilization or redefining cultural norms, you can find me barefoot in the backcountry, deepening my relationship with the natural world and learning from the infinite wisdom found within the systems, patterns and inherently collaborative design of nature.",45,,"Cofounder, CEO",Cohere · Self-employed,"Co-Founder, Director of Strategy",Bright Bridge · Self-employed,"Creative Director, Lead Designer",Digital Dissent · Contract,Art Institute of York Pennsylvania,"Associate Degree in Specialized Technology, Multimedia Design",,,Operations Management,Systems Design,Business Strategy,Product Management,Brand Development,L2,"Based on available information, this founder appears to be an early-stage entrepreneur with some experience but limited concrete validation. Key factors: 1) Current company Cohere is part of Techstars '22 batch, indicating early-stage status and institutional validation 2) While they claim 'nearly three decades' of professional experience in creative arts and brand development, there's no clear evidence of major exits, significant company scaling, or venture funding 3) Their current venture appears to be their first significant founder role 4) The background suggests consulting/creative work rather than proven company-building experience 5) Techstars acceptance provides some validation of potential but places them firmly in early-stage category",0.6000000000000001
Qurrent,Andy Huska,"Engineer by Training, Entrepreneur by Necessity",https://www.linkedin.com/in/andyhuska,"Kalispell, Montana, United States","I like to make dreams come true and I do it by intertwining open creativity where nothing is off limits with skilled, focused execution where nothing less than the best will do.  It couldn't be done without relying on people I trust so I nurture relationships, lead groups the way I would want to be led, and value the loyal team members that make dreams happen.",43,,"Co-founder, CTO",Qurrent,President,Parris Motion,"Co-founder, CTO",Rohinni,University of Idaho,"Master of Science - MS, Microcontrollers, Analog Design",University of Idaho,"Bachelor of Science - BS, Digital Design",Engineering,Startup Development,,,,L2,"Based on the available information, Andy Huska appears to be an early-stage entrepreneur with technical expertise but limited proven startup experience. His background combines technical education (MS in Microcontrollers and Analog Design) with current entrepreneurial activity as CTO/Co-founder of Qurrent. While his technical education and engineering background provide a solid foundation, there's no clear evidence of previous successful exits, major funding rounds, or extensive startup experience that would qualify for higher levels. The L2 classification reflects his position as an early-stage founder with technical credentials but still building his entrepreneurial track record.",0.6000000000000001
PIN AI,Davide Crapis,Ethereum Protocol,https://www.linkedin.com/in/davidecrapis,San Francisco Bay Area,,38,,Research Scientist,Ethereum Foundation,Early Co-Founder,PIN AI,Member,South Park Commons,Columbia University,"PhD, Operations Research",Università Bocconi,"BA, MSc, Economics",Start-up Leadership,Fundraising,Data Analysis,Statistics,Econometrics,L3,"The founder demonstrates strong technical and academic credentials with a PhD in Operations Research from Columbia University and experience as a Research Scientist at the Ethereum Foundation. This places them in the Technical Veterans category (L3) due to their advanced technical expertise in a highly relevant field (blockchain/cryptocurrency) and their role at a significant organization in the space. Their position at the Ethereum Foundation, one of the most important organizations in blockchain technology, indicates senior technical capabilities. However, there isn't evidence yet of successful exits or company scaling that would justify a higher classification.",0.6400000000000001
PIN AI,Regan Peng,Co-Founder @ PINAI,https://www.linkedin.com/in/reganpeng,"San Mateo, California, United States","A technical leader based in the Bay Area with expansive experience in engineering leadership across consumer apps, fintech products, data infra, ML/AI infra and web3. I held several key product and engineering leadership positions in the past and I am a serial entrepreneur. I strongly believe in the intersection between Crypto and AI. Blockchain would be the natural playground for AI agents in the coming years. Interested in anything related with crypto and AI. Also an active angel investor.",36,,Co-Founder,PIN AI · Full-time,Chief Executive Officer,Stealth Startup · Full-time,DiDi,Full-time · 3 yrs 6 mos,Carnegie Mellon University,"Master of Science (MS), Electrical and Computer Engineering",Wuhan University,"Bachelor of Engineering (BE), Electrical, Electronics and Communications Engineering",Cross-functional Team Leadership,Management,Engineering,FinTech,Artificial Intelligence (AI),INSUFFICIENT_DATA,"While the founder has an impressive educational background from Carnegie Mellon and claims to be a serial entrepreneur, there is very limited concrete evidence available to make a confident classification. The profile lacks specific details about previous companies founded, exits achieved, funding raised, or specific roles and achievements in prior positions. The current venture (PIN AI) appears to be early-stage with no public funding or traction data available. Claims of being a 'serial entrepreneur' and 'active angel investor' cannot be verified with the provided information.",0.32000000000000006
Anysphere Inc.,Michael T.,Building Cursor,https://www.linkedin.com/in/michael-t-5b1bbb122,"San Francisco, California, United States","💻 
mntruell.com",29,,Co-founder & CEO,Anysphere,Research,Massachusetts Institute of Technology,Intern,Octant,Massachusetts Institute of Technology,"Bachelor's Degree, Computer Science, Mathematics",,,,,,,,L2,"Michael T. shows characteristics of an early-stage entrepreneur with strong technical foundation and early signs of promise. As a recent MIT graduate in Computer Science/Mathematics and co-founder of Anysphere (building Cursor), he fits the L2 profile of a technically skilled founder in their early entrepreneurial journey. His MIT education provides strong technical credentials, and his current role as co-founder shows initial entrepreneurial execution. The fact that he's building a product (Cursor) indicates active development and early-stage company building, which aligns with L2 classification of showing early promise but limited startup experience.",0.68
Anysphere Inc.,Aman Sanger,Coding @ Cursor,https://www.linkedin.com/in/aman-sanger-482243171,"San Francisco, California, United States","AI Maximalist

amansanger.com",29,,Founder,Anysphere · Full-time,Research,AI Consultancy · Full-time,Investment Associate Intern,Bridgewater Associates · Internship,Massachusetts Institute of Technology,"Bachelors, CS & Math, GPA: 5.0/5.0",Horace Mann School,,Python (Programming Language),Java,LaTeX,Microsoft Excel,Research,L1,"Based on the available information, Aman Sanger appears to be a nascent founder with strong academic credentials but limited professional experience. The profile indicates he's a recent MIT graduate with a perfect GPA in CS & Math, showing strong technical potential. His current role at Cursor and founding of Anysphere suggest he's in the early stages of his entrepreneurial journey. The lack of extensive work history and the nature of his current positions align with the L1 classification of a new entrepreneur with minimal experience but demonstrating ambition and potential.",0.68
v0,Lyon Wong,"Founder, Investor and LP",https://www.linkedin.com/in/lyonwong,"Palo Alto, California, United States",,34,,Managing Partner,V0 · Full-time,"Co-Founder, Chairman",Blameless,Pre-seed / Seed Scout,Lightspeed Venture Partners,Stanford University Graduate School of Business,Master of Business Administration (MBA),University of Waterloo,"Honours Systems Design Engineering, Systems Design, Machine Learning",Venture Capital,Angel Investing,Entrepreneurship,Start-ups,Product Development,INSUFFICIENT_DATA,"While the founder has impressive educational credentials from Stanford GSB and is currently listed as Managing Partner at V0, there is extremely limited information available about their career achievements, company outcomes, or specific roles. The LinkedIn profile appears to be minimally populated, lacking crucial details about previous positions, company scales, or any exits/funding rounds. Without more concrete information about their track record, it would be speculative to assign a specific L-level classification.",0.24
v0,Erin James Collard,Founder & Investor,https://www.linkedin.com/in/erin-james-collard-8369732,"San Francisco, California, United States","As an investor and entrepreneur, Erin focuses on early-stage enterprise and fintech companies. Partnering with founders to help scale and define their business model. Erin was previously founder and CFO of Blend (NYSE: BLND), a Silicon Valley technology company propelling consumer banking into the digital age, where he currently serves on the Board of Directors. He has over a decade of deep financial and technology experience, having served as both Head Trader and Managing Director at Peter Thiel's fund, Clarium Capital. He was awarded 2018 Bay Area CFO of the Year by San Francisco Business Times. Erin attended the University of Sheffield and holds a postgraduate degree from the University of Warwick.",44,,V0,2 yrs 4 mos,Conversion Capital,4 yrs 7 mos,Blend,11 yrs 6 mos,University of Warwick,"MSc, Economics",The University of Sheffield,"BA (Hon), Economics",FX,Investment Strategies,Global Macro,Hedge Funds,Alternative Investments,L7,"Erin Collard demonstrates elite serial entrepreneur characteristics with significant achievements. As co-founder and CFO of Blend Labs, he helped build the company from inception to IPO (NYSE: BLND), achieving unicorn status. His prior experience as Head Trader and Managing Director at Clarium Capital (Peter Thiel's fund) shows high-level financial expertise. The combination of building a public company, receiving industry recognition (CFO of the Year), and now founding a new venture while serving on Blend's board places him firmly in the L7 category. The successful IPO of Blend and his current focus on building another company matches the profile of an elite serial entrepreneur.",0.76
