Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
GeoCV,"GeoCV is a New York based PropTech startup applying 3D computer vision and machine learning expertise, developing a novel and dynamic brand of reality capture using your smartphone. Virtual Open House™ offers the full suite of real estate visual marketing, from cutting-edge 3D+360° photorealistic walkthroughs with textured floor plans, to professional photos and virtual staging. Our easy and affordable, end-to-end solution accelerates business transactions and allows interaction with spaces in ways never previously possible.       Our core technology includes a mobile app for 3D capturing reality, cloud software for 3D reconstruction and an easy-to-navigate photorealistic 3D viewer, soon to be available in VR. Key differentiators in our business model include our vow to remain hardware agnostic with an open approach to the data, all designed to fuel growth by enlisting an on-demand shared economy of photographers. We have started with real estate to create 3D+360° tours for properties as they are exchanged. Soon we’ll scale to brick and mortar B2B industries, using 3D space representation throughout the life cycle, from construction to interior design, property management, insurance and relocation. Our goal is to become the number one solutions provider for 3D capturing reality, when millions have depth cameras in their pocket, empowering consumers to experience the full range of immersive applications within the AR & VR worlds.",2014,2649707.0,8,2021-05-01,139707.0,New York,New York,United States,Moderne Ventures|Starta VC|Runa Capital|Rothenberg Ventures|Constance Freedman,Anton Yakubenko|Gleb Krivovyaz|Hussy mia,30,"""3D Reality Capture Solutions for Real Estate""",http://geocv.com/,http://in.linkedin.com/company/geocv,0.1,20.0,3.5,10,growth,0.85,4.0,3.5,0.05,3.0
Fresno Unlimited,"Fresno Unlimited is an entertainment company using machine learning-based proprietary insights to reinvent the premium content model. In combining “intelligent content” with “intelligent reach,” Fresno Unlimited is creating better programming for consumers. Founded in 2014, the company is headquartered in Santa Monica, California, United States.",2014,8000000.0,1,2017-09-28,8000000.0,Santa Monica,California,United States,LAUNCH|Social Capital|Sky Dayton|Mike Murphy|Arwen Elys Dayton,Robert Goldberg,30,"""AI-Driven Entertainment Content Optimization Solutions""",http://www.fresnoinc.com/,https://in.linkedin.com/company/fresno-inc-,0.8,20.0,3.5,15,growth,0.85,3.8,3.2,0.5,3.7
Lumme Health,"Lumme Health, Inc. develops smartwatch-based behavior change software for smoking cessation and weight management.  For such high-frequency behaviors, Lumme's machine learning apps, which run continuously in the background of a smartwatch, eliminate the burden of tedious self-monitoring by passively tracking real-time, objective consumption metrics and behavioral patterns from the motions of the hand. This dramatically increases self-awareness and understanding over traditional, manual reporting methods, and uncovers insights and triggers that lead to problematic habit loops. Lumme further combines decades of clinically-validated research in behavioral psychology with predictive analytics to identify exactly when and how users should focus their efforts to achieve the greatest possible success.",2014,2614458.0,6,2020-12-31,600000.0,Boston,Massachusetts,United States,MassChallenge|Massachusetts Life Sciences Center|MassVentures|Small Business Innovation Research|River Valley Investors,Abhinav Parate|PhD|Arun Mathur|Christopher Salthouse|J. Graham Thomas|PhD,5,"""Smartwatch-Based Behavioral Health Management Solutions""",https://www.lummehealth.com/,https://www.linkedin.com/company/lummehealth,0.5,20.0,3.5,10,growth,0.85,4.0,3.5,0.5,3.5
TopOPPS,"TopOPPS delivers clarity, efficiency and predictability to the sales forecast, sales pipeline, and sales process, resulting in more wins and faster sales cycles.  Sales executives are provided a dynamic forecast showing which deals are real and how to fill gaps to meet the budgeted sales number.  Sales representatives are coached and aligned on sales process.  TopOPPS predictive analytics transforms sales pipeline confusion into Sales Pipeline Reality.",2014,8300000.0,6,2018-05-24,1500000.0,St. Charles,Missouri,United States,Cultivation Capital|Missouri Technology Corporation|Cliff Holekamp|Jim Eberlin,Jim Eberlin|Ted Stann,30,"""Predictive Sales Analytics and Automation Software""",http://www.topopps.com/,http://www.linkedin.com/company/topopps,3.6,22.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
TempoQuest,"TempoQuest is a spin out of GeoMetWatch, a GEO satellite weather instrument and data provider. TempoQuest, TQI, is a ""software as a service"" company established to meet the need for faster, more accurate weather forecasts. Today, TQI is in the process of developing unique software, which will deliver next-generation weather forecasts to commercial users and government agencies around the world.  Development efforts are currently underway with the time to first release estimated to be 18 to 24 months. TempoQuest’s suite of software solutions are being designed to run on graphic processor unit accelerators (GPUs) instead of CPUs, dramatically increasing the speed and accuracy of analysis.  Though GPU accelerators are currently in use for other ‘big data’ applications, the technology has not yet been applied to comprehensive weather data analysis. As currently practiced, satellite sensors, drones, radar, etc., will continue to collect global weather data. TempoQuest will then process this data and provide it to today’s major specialist weather companies, such as The Weather Company, AccuWeather, and others. For several of their high-value end users, like commodity traders, insurance firms, power utilities, major agricultural companies, etc., speed and accuracy are critical to the success of their businesses and an extremely valuable asset.  The expenses for this business are relatively modest as the main cost is continued development and maintenance of the software. Sales channels are current commercial providers of weather forecasts. Therefore, the business has inherently high operating leverage and each incremental user is highly profitable.",2014,3500000.0,2,2017-12-13,2500000.0,Boulder,Colorado,United States,S-Cubed Capital|Harvey Jones|Rob Wiltbank|Bob Pavey|Gene Pache,Edward Keible|Gene Pache,5,"""GPU-Accelerated Weather Forecasting Software Solutions""",http://tempoquest.com/,https://www.linkedin.com/company/tempoquest-inc.,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
Genoox,"Genoox uses the power of the community to make genomic data actionable, with a mission of creating the largest real world evidence network of genomic and clinical data. Genoox’s cloud-based AI platform connects clinicians, genetic counselors, and healthcare organizations to create a network effect by sharing genetic insights, enabling platform users to make impactful discoveries using the most advanced genomic tools and applications. Genoox is used by over 1,700 health organizations, hospitals and medical facilities in 44 markets across the globe Amir Trabelsi and Moshe Einhorn founded Genoox in 2014, with its headquarters in Palo Alto in California.",2014,20000000.0,5,2021-02-01,8000000.0,Palo Alto,California,United States,UpWest|MassChallenge|Glilot Capital Partners|Triventures|IN Venture,Amir Trabelsi|Moshe Einhorn,30,"""Genomic Data Analytics for Healthcare Solutions""",http://genoox.com/,https://www.linkedin.com/company/genoox/,1.5,20.0,3.5,20,growth,0.85,4.0,3.0,0.5,3.5
LOCALLY,"LOCALLY is a global leader in location data intelligence and real-time consumer engagement. Our innovative and highly precise location technology merges physical places and digital devices with powerful artificial intelligence (AI) and machine learning (ML) models, along with the transparency of blockchain, to deliver insights that are actionable at scale. Digital2Go Media Networks, was founded in 2015 and rebranded to LOCALLY in November 2018. The rebrand is a reflection of the company's foundation - creating the most powerful consumer connections from the most precise, transparent location intelligence.",2014,4375000.0,4,2018-04-17,2500000.0,Irvine,California,United States,xSquared Ventures|ENOTEC Ventures,Brian Fox|Michael Canevaro|Mike Vartanian|Reo Kobayashi|Thomas F.,30,"""Location Intelligence and Real-Time Consumer Engagement Solutions""",http://www.locally.io/,https://www.linkedin.com/company/locallyio/,9.0,15.0,4.0,20,unknown,0.85,4.2,4.0,1.5,3.5
NMLStream,NMLStream provides AI for information technology management.,2014,3000000.0,2,2017-03-17,3000000.0,San Francisco,California,United States,Khosla Ventures|Microsoft Accelerator|Citrix Startup Accelerator,Daniel O'Neill|Peter Pham|Sachin Adlakha,5,"""AI-Driven IT Management Solutions for Cloud Infrastructure""",http://nmlstream.com/,https://www.linkedin.com/company/nmlstream/,12.0,20.0,4.5,50,unknown,0.85,4.8,4.2,1.5,4.5
VALR,"VALR is a technology startup company ushering in the third wave of fitness technology based on precise biometrics and AI coaching intelligence.  VALR’s patented approach serves to democratize fitness by helping everyday athletes train more effectively, using the methodologies and data that were previously only available to elite and Olympic-caliber competitors. We make every workout count!",2014,2001600.0,4,2021-12-01,1100000.0,Reston,Virginia,United States,,Kenneth Gordon|Paul Guthrie,5,"""AI-Driven Personalized Fitness Coaching Solutions""",https://withvalr.com/,https://www.linkedin.com/company/potomac-health-solutions-inc-/,0.5,20.0,3.5,10,growth,0.85,4.0,3.5,0.1,3.0
ReturnLogic,"ReturnLogic stands at the forefront, pioneering a revolution in returns management. Our mission is clear and ambitious: to leverage the power of AI and an API-first strategy to transform the way retailers approach returns, turning a traditionally cumbersome process into a strategic asset.",2014,11955604.0,9,2025-02-24,365608.0,Mechanicsburg,Pennsylvania,United States,SaaS Ventures|Cultivation Capital|Mercury|SpringTime Ventures|Stout Street Capital,Peter Sobotta,30,"""AI-Driven Returns Management Solutions for Retailers""",http://www.returnlogic.com/,http://www.linkedin.com/company/5114579,1.14,16.1,3.5,10,growth,0.85,4.0,3.5,0.5,3.0
Adora AI,"At Adora AI, our mission is clear: harness AI to unlock human potential, liberating individuals and organizations from the constraints of repetitive, low-value tasks, and enabling a greater focus on creativity, strategic initiatives, and meaningful human to human engagement. Our integrated, human-centric operating system, Adora AI OS, combines advanced automation, sophisticated AI-native architecture, and unparalleled security into a scalable, modular platform designed explicitly for tangible, real-world impact.",2014,160000.0,1,2015-08-30,160000.0,Richardson,Texas,United States,,Jacob Gresham|Kyle Thomas,5,"""AI-Driven Human-Centric Automation Solutions""",https://www.adoraos.com/,https://www.linkedin.com/company/ask-adora-ai/,0.4197,53.65,3.5,10,growth,0.85,4.0,3.5,0.1,3.0
SmartBot360,"SmartBot360 is a platform to create, manage, and share AI chatbots. empowers customer service agents to increase the number of customers reached by offloading routine interactions to the AI-powered chatbots. They allow monitoring and analyzing ongoing sessions, starting new chatbot campaigns, and directly chatting with the customers.",2014,956000.0,4,2020-08-10,256000.0,Riverside,California,United States,National Science Foundation,Vagelis Hristidis,5,"""AI Chatbot Solutions for Customer Service Automation""",https://smartbot360.com/,https://www.linkedin.com/company/smartbot360/,0.1,20.0,3.0,10,growth,0.85,3.5,3.0,0.05,3.5
Klangoo,"Klangoo offers three products based on its patented Natural Language Processing(NLP) engine: Magnet Audience Engagement Solution for Publishers, Brand Safety API for Advertising Operations teams, and a B2C self-service NLP API. Its audience engagement solutions offer personalized recommendations, automated summaries, Meta tags, and entity pages. In addition, the platform provides semantically-driven reports and integrated widget solutions. Klangoo was founded in 2014 by Johnny Azzi, Eddy Touma, Romeo Issa, and Walid Saba and is based in New Jersey.",2014,4720000.0,3,2021-10-13,720000.0,Hoboken,New Jersey,United States,Middle East Venture Partners (MEVP)|IM Capital,Eddy Touma|Johnny Azzi|Romeo Issa|Walid Saba,30,"""NLP-Driven Audience Engagement and Content Personalization Solutions""",http://www.klangoo.com/,https://www.linkedin.com/company/klangoo?trk=biz-companies-cym,3.79,21.1,4.0,15,growth,0.85,4.2,4.0,0.5,4.0
Sphericam Inc.,"Sphericam is a hardware company creating a 360-degree camera for filming high-resolution Virtual Reality (VR) content. Technologically, the camera is capable of self-stitching and streaming live 4K video at 60 frames per second and is compatible with VR headsets available at the market. the company aims to become the go-to brand for professional level 360º capture with a diversified product range and unparalleled industry knowledge. Sphericam was founded in 2008 by Jeffrey Martin, based in New York City.",2014,5507881.0,3,2016-04-20,5000000.0,New York,New York,United States,Kingnet|Silicon Gardens Angel Fund,Jeffrey Martin|Poppo Wit|Servaes Joordens,30,"""360-Degree Virtual Reality Camera Technology""",https://www.mosaic51.com/,https://www.linkedin.com/company/sphericam,0.1,20.0,3.5,10,growth,0.85,4.0,3.5,0.1,3.0
ShopCo Technologies,Shop uses Artificial Intelligence to empower online shopping experience for customers. It is a universal shopping cart browser extension that keeps all the items of its users across the web in one spot. Stores can be registered online and without any hassle. It helps its users browse through a wide range of online stores and checkout from one spot. The company gives ability to connect to all its users existing retailer accounts. It also secures data with encryption methods and two-step verifications.  Shop is a U.S.-based company that was founded in 2014 by Jay Habib.,2014,9500000.0,3,2017-02-03,7000000.0,San Francisco,California,United States,NRW.BANK|SeedCapital Dortmund|Tripos|seedfeed|Sparkasse Jena,Jay Habib|Manuel Schobel,30,"""AI-Driven E-Commerce Shopping Cart Solutions""",http://www.shop.co/,https://www.linkedin.com/company/shopco,0.1,27.0,3.0,10,growth,0.85,3.5,3.0,0.05,3.0
Fysical Labs,"Fysical helps marketers, investors, AI, AR, and smart cities make better decisions by providing them with location data on where people go. 500 Startups Accelerator 2016 Alumni (~2.5% acceptance rate) Visit us here: https://fysical.com/",2014,2165000.0,7,2018-01-01,600000.0,San Francisco,California,United States,500 Global|CSC Upshot|Blacktop Capital|Bantam Group|Boston Syndicates (BOSS),Ben Smith|John Livingston Foley III|Justin Mann,5,"""Location Intelligence for Marketing and Smart Cities""",https://fysical.com/,https://www.linkedin.com/company/fysical-labs/,9.0,19.6,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Knowmail,"Knowmail is an artificial intelligence engine that learns your work habits as to help you focus, save time and improve your overall email and messaging experience to become more successful.",2014,4700000.0,6,2018-12-01,,Boston,Massachusetts,United States,Gaingels|CE Ventures (CEIIF)|2B Angels|AfterDox|Microsoft ScaleUp Tel Aviv,Avi Mandelberg|Haim Senior|Oded Avital|Ran Achituv,30,"""AI-Driven Email and Messaging Optimization Solutions""",https://www.theproductive.me/,https://www.linkedin.com/company/knowmail,0.0,0.0,0.0,0,unknown,0.35,4.0,3.5,0.0,0.0
Reveel Technologies,"Join the media REVEELution! Reveel is the first company to allow audiences to view an interactive media experience from print, digital, video and broadcast media on any browser – without downloading an app or producing additional creative.  Reveel's patent pending cloud-based platform allows brands, agencies and media outlets to increase audience engagement and revenue by seizing the moment of interest and converting it into measurable action.  Consumers go to Reveel.it on their mobile browser and snap a photo of print or broadcast media or click on digital media displayed on websites or online video to explore, learn and buy. Anyone can create a custom Reveel landing page online in minutes, then publish it across media channels so it can be viewed on mobile and desktop devices.",2014,2720000.0,5,2018-02-01,500000.0,San Francisco,California,United States,Cervin Ventures|Tech Wildcatters|DPG Investments|3R Family Trust|Dave Hanson,Aljaz Andrejas|Kristijan Puksic|Matija Vrbovsek|Rok Ajdnik,30,"""Interactive Media Engagement and Analytics Platform""",https://reveel.it/,https://www.linkedin.com/company/10260856?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10260856%2Cidx%3A2-3-4%2CtarId%3A1478781846999%2Ctas%3Areveel,3.5,15.0,3.8,20,unknown,0.85,4.2,3.7,1.2,3.9
Pine Biotech,"Pine Biotech was Incorporated in September 2014, and moved into the New Orleans Bioinnovation Center in 2016. Pine Biotech is commercializing a machine learning biomedical data analysis platform, T-BioInfo, in collaboration with the Tauber Bioinformatics Research Center and the University of Haifa. The platform is designed to serve unmet needs in clinical studies, academic research and education. This solution is different than other biomedical analysis software currently available. The platform enables researchers to conduct comprehensive analysis of large data using an intuitive interface. Molecular data reveals important mechanisms of actions that are best studied as a system, making this integrative approach critical for understanding and treating disease. The machine learning platform utilizes algorithms developed over years of research and trained in many academic projects.",2014,1025000.0,1,2017-06-20,1025000.0,New Orleans,Louisiana,United States,,Elia Brodsky,5,"""Machine Learning Bioinformatics Data Analysis Platform""",http://pine-biotech.com/,https://www.linkedin.com/company/pine-biotech,8.3,24.8,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Predicta,"Predicta applies artificial intelligence to consumer-generated content for detailed brand analysis and automated marketing intelligence. Simply put, Predicta generates insights for consumer products brands by analyzing and interpreting online consumer conversations about the brand, product, and competitor's brands and products. Predicta accomplishes this automatically and continuously using advanced AI algorithms. As industries change, as consumer sentiment shifts, and as new products are released, Predicta generates automated SWOT analyses for brands and products over time — based on real customer reviews, professional reviews, blogs, forums, social media, and more — distilling them into intuitive and actionable data visualizations. These market insights provide a source of real consumer insights, based on genuine, bias-free consumer-generated content.",2014,1100997.0,1,2018-08-24,1100997.0,Mcminnville,Oregon,United States,,Nicolas Braem|Roger Lang,30,"""AI-Driven Consumer Insights and Brand Analytics""",http://www.predicta.com/,https://www.linkedin.com/company/predicta-io/,0.0,0.0,0.0,0,unknown,0.35,4.0,3.5,0.0,0.0
Symbio Robotics,"Symbio Robotics develops artificial intelligence software to improve the real-time control of industrial robots. It was founded in 2014 and is based in Emeryville, California.",2014,29250000.0,5,2021-02-24,14600000.0,Emeryville,California,United States,Andreessen Horowitz|Eclipse Ventures|The House Fund|ACME Capital|SkyDeck Berkeley,Brandon Pereira|Maxwell Reynolds,30,"""AI-Driven Industrial Robotics Control Software""",https://symb.io/,https://www.linkedin.com/company/symbio-robotics/,1.8,13.4,4.2,25,unknown,0.85,4.5,4.0,0.5,4.0
KickView,KickView provides advanced sensor signal processing and machine learning applications for the Defense and Space industry. We automate the process of extracting operational intelligence from sensor data.,2014,895000.0,2,2017-12-28,480000.0,Greenwood Village,Colorado,United States,,David Ohm,30,"""Defense Sector Machine Learning Sensor Data Analytics""",http://kickview.com/,https://www.linkedin.com/company/kickview-corporation,0.5,10.0,3.5,15,unknown,0.85,4.0,3.5,0.5,3.0
MPIRICA Health Analytics,"MPIRICA Health Analytics operates as a digital health company that utilizes machine learning, backed by a robust methodology, to scores hospitals and surgeons based on objective clinical outcomes. Its cloud-based platform and API helps patients and payers, especially self-insured employers, avoid surgery risks and costs.  The company was founded in 2014 and is headquartered in Bellevue, Washington.",2014,6600000.0,3,2017-04-25,4600000.0,Bellevue,Washington,United States,Cognitiv Ventures|McQuinn Trust,Chris Diede|Shakil Haroon,5,"""Machine Learning for Healthcare Outcome Analytics""",https://www.mpirica.com/,https://www.linkedin.com/company/mpirica-health-analytics,1.5,25.04,4.0,20,growth,0.85,4.2,3.8,0.5,3.5
Verse.ai,"The only solution that combines powerful AI with real people and enables conversations through the most powerful communication channels: SMS, email, and phone — so you can keep costs low, sales teams happy, and delight customers at every stage of their journey.",2014,13300000.0,4,2018-04-17,9000000.0,San Diego,California,United States,Defy.vc|Freestyle Capital|Moderne Ventures|OurCrowd|Silicon Valley Bank,Avi Tal|David Tal,75,"""AI-Driven Conversational Marketing and Sales Automation""",https://www.verse.ai/,https://www.linkedin.com/company/28456639/,1.2,30.0,2.5,20,unknown,0.85,3.5,3.0,0.5,2.8
Somabar,"Somabar is a robotic bartending assistant that contains an unlimited and customizable digital bar menu able to make any listed cocktail in 10 seconds from the Somabar machine. The technology features automated cleaning and is virtually indestructible, rated for 1500 hours of continual use, the equivalent of 500,000 drinks. Industry beta testing conducted at various restaurant locations in Los Angeles has indicated that Somabar increases beverage revenue by 30% (on average) and decreases beverage labor costs by 65% (on average).",2014,2095000.0,4,2020-06-30,,Los Angeles,California,United States,Tech Coast Angels|Grant Van Cleve|HBS Alumni Angels,Chris Hameetman|Dylan Lowe,5,"""Robotic Bartending Automation for Hospitality Industry""",https://www.somabar.com/,https://www.linkedin.com/company/somabar/,0.01,20.0,3.0,5,growth,0.85,3.5,3.0,0.01,2.5
Intellivisit,"Intellivisit is a virtual care delivery platform that connects individuals and local providers for the treatment of minor illnesses or redirection to the most appropriate care setting. Their technology leverages artificial intelligence and an asynchronous communication model to deliver safe, scalable, and convenient virtual care. The company was founded in 2014.",2014,5057665.0,7,2019-09-26,691647.0,Madison,Wisconsin,United States,Wisconsin Investment Partners|Wisconsin Super Angel Fund|SymphonyAlpha Ventures|Tommy Thompson,J. Michael Eaton|Jay Mason|Jeff Miller,5,"""AI-Driven Virtual Healthcare Delivery Solutions""",http://intellivisit.com/,https://www.linkedin.com/company/elli-health,0.6,40.0,4.0,10,early,0.85,4.0,3.5,0.1,3.5
Chaos Prime Inc.,"Chaos Prime industrializes AI. The company’s EdgeOps software platform combines big data and Artificial Intelligence to enable system designers to deploy Prescriptive Maintenance and Analytics for Operational Technology. It predicts and prescribes outcomes to help industrial firms reduce and eliminate unplanned equipment downtime and increase yield.  Prescriptive Analytics will allow firms to go from using forecasted/planned events to now using actual events to make real-time adjustment to production, shipments, machine downtime in order to optimize their supply chains and optimize outcomes. The EdgeOps platform provides digital core for new and legacy industrial equipment safely and at scale.",2014,1375000.0,3,2017-06-27,225000.0,Sunnyvale,California,United States,National Science Foundation,Anthony Hill|Joachim Stratmann,5,"""Industrial AI for Predictive Maintenance and Analytics""",http://www.chaosprime.com/,https://www.linkedin.com/company/chaosprime,2.1,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Unified Information Devices,"UID’s Identification Solutions optimize the identification of animals, vials, cages using implantable transponders, readers, labels and Software.",2014,2460000.0,1,2018-07-10,2460000.0,Lake Villa,Illinois,United States,Bioventures Investors,,30,"""Animal Identification and Tracking Solutions Technology""",http://www.uidevices.com/,https://www.linkedin.com/company/unified-information-devices/,3.1,9.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Metaviz,Developer platform for HCI communication powered by Vizzario's Perceptual AI Engine.,2014,2160862.0,2,2018-10-01,,Venice,California,United States,VSP Global|Haus Capital,Jacob Mederos|Khizer Khaderi|Mohan Reddy,5,"""AI-Driven Human-Computer Interaction Development Platform""",https://metaviz.ai/,,1.5,10.0,3.5,15,unknown,0.85,4.0,3.5,0.5,3.0
QuantaVerse,"QuantaVerse provides a data science-powered risk reduction solutions, purpose-built for identifying financial crimes. Utilizing proprietary data science algorithms including artificial intelligence (AI), machine learning and big data technologies, QuantaVerse integrates and filters institutional data and related external data including public Internet data, unstructured deep web data, as well as government and commercial datasets to significantly improve AML, KYC and BSA compliance and prevent money laundering and the crimes it supports.",2014,1351141.0,2,2017-08-28,851141.0,Wayne,Pennsylvania,United States,,David McLaughlin,30,"""AI-Driven Financial Crime Risk Management Solutions""",http://www.quantaverse.net/,https://www.linkedin.com/company/quantaverse,3.5,10.0,3.5,15,unknown,0.85,4.0,3.5,0.5,3.0
Lagniappe Labs,"Lagniappe Labs is making Pre-IPO markets accessible by building a comprehensive platform for alternative investments. They are co-creators of the Prime Unicorn Index and new Prime Unicorn 30 Index, which track the share price performance of U.S. venture backed companies with a valuation of $1 billion or greater.",2014,2186357.0,2,2020-06-07,534056.0,Shreveport,Louisiana,United States,,Brad Swearingen|Ross Barrett,30,"""Pre-IPO Investment Analytics and Market Access Platform""",https://primeunicornindex.com/,https://www.linkedin.com/company/prime-unicorn-index/,0.5,15.0,4.5,10,unknown,0.85,4.8,4.2,0.5,4.5
Adistry,Adistry is reshaping and automating how media and event sponsorships are bought and sold. Our tech helps sales teams eliminate time-consuming tasks and enables them to scale their diverse revenue streams. Our new subscription planning tool allows our customers to convert one-time media sales into more lucrative ongoing relationships.,2014,620000.0,4,2018-01-01,100000.0,Boulder,Colorado,United States,Right Side Capital Management|Forum Ventures,Meghan Larson,5,"""Automated Media Sponsorship Management Solutions""",https://adistry.com/,https://www.linkedin.com/company/adistry/,0.0,0.0,0.0,0,unknown,0.35,4.5,4.0,0.0,0.0
VendorMach,"Big data analytics platform for e-commerce supplier planning and accounts payable (AP) reconciliations, reducing fraud, error and costs. Using NLP technology, parses data from invoices, contracts, ERP (SAP) and third party supplier registries. Manages over 5M rows of data.",2014,820000.0,4,2017-06-30,800000.0,New York,New York,United States,Startupbootcamp|FinTech Sandbox|Startupbootcamp Fintech New York,Chaney Ojinnaka|Peter Hartl,5,"""E-Commerce Supplier Analytics and Risk Management Solutions""",http://www.vendormach.com/,https://www.linkedin.com/company/vendormach,0.5,15.0,4.0,15,unknown,0.85,4.2,4.0,0.5,3.5
Exnodes,"Exnodes detects 20 nanometer defects at 120 wafers per hour to maximize yield of computer chips. To license Exnodes technology and patents for your next generation product, please write to us at onboard@exnodes.com Using an 8.9 nanometer sensitivity breakthrough with visible light, computational parallel inspection (CPI) enables unpatterned wafer inspection without the baggage of DUV. While standard methods rely on brute force increasing of scattered signal levels with shorter wavelengths, CPI rethinks nanoscale defect detection with information theory and maximizes sensitivity by leveraging the maturity and gentleness of visible light. Exnodes is made possible by world’s leading semiconductor companies and by inventors, builders and nurturers determined to make the nanoscale accessible for all of us.",2014,2000000.0,1,2016-11-01,2000000.0,Fremont,California,United States,SK Hynix|Samsung Ventures|Nick Conley|Gordon Eubanks|Joseph Goodman,Michael Varney|Prasanna Pavani,5,"""Nanoscale Semiconductor Defect Detection Technology""",https://exnodes.com/,https://www.linkedin.com/company/exnodes,6.2,8.0,4.2,25,unknown,0.85,4.5,4.0,1.2,4.0
Transhuman,"Transhuman creates proprietary technologies in the space of Artificial Intelligence to enhance human emotion and its relationship with the Internet of Things. We are partnering with global leaders in tactile and sensory experience, bring a new dimension to how we experience and participate in the world, to ensure everyone can transcend the human condition. Our global technology research and development team is at the forefront of existing and emerging technologies, with a focus on cognitive and emotional communication for evolution of human language. We have company track record  with the deployment of  iOS and Android app 'Be a Looper™' which focuses on peer-support for mental health and suicide prevention and operates in 73 countries. Our team have professional backgrounds including NASA, GE, Qantas, Wamar Technologies, Ramsay Health, Google, NATO and IBM.",2014,2368816.0,4,2018-09-20,1802140.0,Dover,Delaware,United States,Campbell Taylor|Amanda Johnstone|Michael Goldberg|George Freney|Nathan Young,Amanda Johnstone|Dr Nabil Barakat|Dr Roy Sugarman|Oliver Rozynski,30,"""AI-Enhanced Emotional Communication and IoT Integration""",https://transhumaninc.com/,https://www.linkedin.com/company/social-health-innovations/,0.5,18.0,3.5,15,growth,0.85,4.0,3.5,0.3,3.5
FitBliss,"Built natively on Salesforce.com, FitBliss improves sales, service, & marketing performance by optimizing employee health through intelligent gamification & educational engagement. FitBliss integrates with 100s of popular consumer health trackers and applications for a user-friendly experience and ties the data with work performance to quantify outcomes in a secure and private experience for the employee.",2014,380000.0,4,2018-07-16,120000.0,San Jose,California,United States,Techstars|StartUp Health|Jumpstart Foundry,Navid Rastegar,5,"""Employee Wellness Gamification and Performance Analytics Platform""",http://www.fitbliss.com/,http://www.linkedin.com/company/fitbliss,0.242,46.3,4.0,10,early,0.85,4.2,3.8,0.1,4.5
Itavio,"We've built a platform for gaming studios and an app for a parents, turning contention into cooperation. Games get a bad rap, and parents struggle to keep up with changes in technology. Free to play is a great model, but it does have it's problems. Our parent app let's parents set limits on spend, giving their kids an allowance, while visualizing the type of games their kids are playing and the ability to reward them, we also share their achievements and will monitor time. Itavio gives parents ease of use, a set-it-once hands free allowance. No more gift cards and constant nagging. It's a way for them to know what their kids are doing in game and is exclusive to the sector! We give gaming studios for the first time the ability to form better relationships with parents, identify a potential paying player and the ability to set the right price for their customers. This inside view of a player's wallet helps them increase revenue and allows for informed re-engagement efforts.",2014,258656.0,3,2018-03-22,,New York,New York,United States,HearstLab|New Brunswick Innovation Foundation|Matter,Matt Pichette|Melani Flanagan,5,"""Parental Control Solutions for Mobile Gaming""",http://itavio.com/,https://www.linkedin.com/company/9292763,0.0,0.0,0.0,0,unknown,0.35,3.5,3.0,0.0,0.0
M&S Biotics,"M&S Biotics is a healthcare Internet of Things (IoT) company focused on improving a surgical procedure's efficiency, efficacy, and safety by implementing their Biotic Integration system. This company was born out of necessity to put patient care first while alleviating the strain healthcare institutions face rising costs, limited resources, and an uncertain regulatory landscape. The Biotic Integration system leverages our proprietary Radio-Frequency Identification (RFID) technology and artificial intelligence to automate surgical counting in the operating room while providing real-time data analytics concerning instrument utilization. Combined, this can lead to millions of dollars in costs savings while affording the ability to perform more surgeries per year driving revenue growth for hospitals.",2014,125000.0,4,2019-11-10,100000.0,Houston,Texas,United States,Brinc|Artesian VC|Texas Medical Center|StartUp Health|MedTech Innovator,Joshua Mecca,5,"""IoT-Enabled Surgical Efficiency and Safety Solutions""",https://www.msbiotics.com/,https://www.linkedin.com/company/m&s-biotics/,5.8,11.0,3.5,15,unknown,0.85,4.0,3.5,0.5,3.0
